rodada,data,mandante,visitante,vencedor
7,12/06/2016,Palmeiras,Corinthians,Palmeiras
7,12/06/2016,Figueirense,Flamengo,Figueirense
7,12/06/2016,Santa Cruz,Santos,Santos
8,15/06/2016,Ponte Preta,Athletico-PR,Ponte Preta
8,15/06/2016,Chapecoense,Gremio,-
8,15/06/2016,Sao Paulo,Vitoria,Sao Paulo
8,15/06/2016,Botafogo-RJ,America-MG,Botafogo-RJ
8,15/06/2016,Santa Cruz,Figueirense,Santa Cruz
8,15/06/2016,Santos,Sport,Santos
8,15/06/2016,Coritiba,Palmeiras,-
8,15/06/2016,Cruzeiro,Flamengo,Flamengo
8,16/06/2016,Internacional,Atletico-MG,Internacional
8,16/06/2016,Fluminense,Corinthians,Fluminense
9,18/06/2016,Palmeiras,Santa Cruz,Palmeiras
9,18/06/2016,Athletico-PR,Santos,Athletico-PR
9,18/06/2016,America-MG,Coritiba,America-MG
9,19/06/2016,Atletico-MG,Ponte Preta,Atletico-MG
9,19/06/2016,Vitoria,Chapecoense,Chapecoense
9,19/06/2016,Corinthians,Botafogo-RJ,Corinthians
9,19/06/2016,Sport,Fluminense,Sport
9,19/06/2016,Flamengo,Sao Paulo,-
9,19/06/2016,Figueirense,Internacional,Figueirense
9,19/06/2016,Gremio,Cruzeiro,Gremio
10,21/06/2016,Palmeiras,America-MG,Palmeiras
10,22/06/2016,Ponte Preta,Cruzeiro,Cruzeiro
10,22/06/2016,Botafogo-RJ,Figueirense,-
10,22/06/2016,Santa Cruz,Flamengo,Flamengo
10,22/06/2016,Fluminense,Santos,Santos
10,22/06/2016,Atletico-MG,Corinthians,Atletico-MG
10,23/06/2016,Gremio,Vitoria,Vitoria
10,23/06/2016,Chapecoense,Athletico-PR,-
10,23/06/2016,Sao Paulo,Sport,-
10,23/06/2016,Coritiba,Internacional,-
11,25/06/2016,Cruzeiro,Palmeiras,Cruzeiro
11,25/06/2016,Corinthians,Santa Cruz,Corinthians
11,26/06/2016,America-MG,Atletico-MG,Atletico-MG
11,26/06/2016,Flamengo,Fluminense,Fluminense
11,26/06/2016,Vitoria,Ponte Preta,-
11,26/06/2016,Internacional,Botafogo-RJ,Botafogo-RJ
11,26/06/2016,Athletico-PR,Gremio,Athletico-PR
11,26/06/2016,Santos,Sao Paulo,Santos
11,26/06/2016,Figueirense,Coritiba,-
11,26/06/2016,Sport,Chapecoense,Sport
12,29/06/2016,Vitoria,Sport,Vitoria
12,29/06/2016,Flamengo,Internacional,Flamengo
12,29/06/2016,Gremio,Santos,Gremio
12,29/06/2016,Coritiba,Athletico-PR,Coritiba
12,29/06/2016,Chapecoense,Cruzeiro,Chapecoense
12,29/06/2016,America-MG,Corinthians,Corinthians
12,29/06/2016,Sao Paulo,Fluminense,Sao Paulo
12,30/06/2016,Palmeiras,Figueirense,Palmeiras
12,30/06/2016,Santa Cruz,Ponte Preta,Ponte Preta
12,30/06/2016,Atletico-MG,Botafogo-RJ,Atletico-MG
13,02/07/2016,Fluminense,Coritiba,-
13,02/07/2016,Athletico-PR,America-MG,Athletico-PR
13,03/07/2016,Cruzeiro,Vitoria,-
13,03/07/2016,Internacional,Gremio,Gremio
13,03/07/2016,Corinthians,Flamengo,Corinthians
13,03/07/2016,Santos,Chapecoense,Santos
13,03/07/2016,Ponte Preta,Sao Paulo,Ponte Preta
13,03/07/2016,Botafogo-RJ,Santa Cruz,Botafogo-RJ
13,03/07/2016,Figueirense,Atletico-MG,-
13,04/07/2016,Sport,Palmeiras,Palmeiras
14,09/07/2016,Chapecoense,Corinthians,Corinthians
14,09/07/2016,Coritiba,Botafogo-RJ,-
14,09/07/2016,Ponte Preta,Sport,Ponte Preta
14,10/07/2016,Gremio,Figueirense,Gremio
14,10/07/2016,Flamengo,Atletico-MG,Flamengo
14,10/07/2016,Sao Paulo,America-MG,Sao Paulo
14,10/07/2016,Santa Cruz,Internacional,Santa Cruz
14,10/07/2016,Vitoria,Fluminense,-
14,11/07/2016,Cruzeiro,Athletico-PR,Athletico-PR
14,12/07/2016,Palmeiras,Santos,-
15,16/07/2016,Botafogo-RJ,Flamengo,-
15,16/07/2016,Santos,Ponte Preta,Santos
15,17/07/2016,America-MG,Santa Cruz,Santa Cruz
15,17/07/2016,Figueirense,Chapecoense,-
15,17/07/2016,Fluminense,Cruzeiro,Fluminense
15,17/07/2016,Corinthians,Sao Paulo,-
15,17/07/2016,Internacional,Palmeiras,Palmeiras
15,17/07/2016,Athletico-PR,Vitoria,-
15,17/07/2016,Sport,Gremio,Sport
15,18/07/2016,Atletico-MG,Coritiba,Atletico-MG
16,23/07/2016,Corinthians,Figueirense,-
16,23/07/2016,Santa Cruz,Coritiba,Coritiba
16,24/07/2016,Palmeiras,Atletico-MG,Atletico-MG
16,24/07/2016,Ponte Preta,Internacional,-
16,24/07/2016,Chapecoense,Botafogo-RJ,Chapecoense
16,24/07/2016,Gremio,Sao Paulo,Gremio
16,24/07/2016,Cruzeiro,Sport,Sport
16,24/07/2016,Athletico-PR,Fluminense,Athletico-PR
16,24/07/2016,Vitoria,Santos,Santos
16,25/07/2016,Flamengo,America-MG,Flamengo
17,30/07/2016,Figueirense,Vitoria,Figueirense
17,30/07/2016,Sport,Athletico-PR,Sport
17,30/07/2016,Atletico-MG,Santa Cruz,Atletico-MG
17,31/07/2016,Fluminense,Ponte Preta,Fluminense
17,31/07/2016,Sao Paulo,Chapecoense,-
17,31/07/2016,Coritiba,Flamengo,Flamengo
17,31/07/2016,Internacional,Corinthians,Corinthians
17,31/07/2016,Santos,Cruzeiro,Santos
17,31/07/2016,Botafogo-RJ,Palmeiras,Botafogo-RJ
17,31/07/2016,America-MG,Gremio,-
18,03/08/2016,Vitoria,Coritiba,Vitoria
18,03/08/2016,Sport,America-MG,-
18,03/08/2016,Santos,Flamengo,-
18,03/08/2016,Athletico-PR,Corinthians,Athletico-PR
18,04/08/2016,Ponte Preta,Botafogo-RJ,Ponte Preta
18,04/08/2016,Gremio,Santa Cruz,-
18,04/08/2016,Sao Paulo,Atletico-MG,Atletico-MG
18,04/08/2016,Cruzeiro,Internacional,Cruzeiro
18,04/08/2016,Chapecoense,Palmeiras,-
19,06/08/2016,Flamengo,Athletico-PR,Flamengo
19,07/08/2016,America-MG,Santos,America-MG
19,07/08/2016,Palmeiras,Vitoria,Palmeiras
19,07/08/2016,Coritiba,Ponte Preta,Coritiba
19,07/08/2016,Santa Cruz,Sao Paulo,Sao Paulo
19,07/08/2016,Internacional,Fluminense,-
19,07/08/2016,Figueirense,Sport,-
19,08/08/2016,Atletico-MG,Chapecoense,Atletico-MG
19,08/08/2016,Corinthians,Cruzeiro,-
20,13/08/2016,Sport,Flamengo,Sport
20,13/08/2016,Ponte Preta,Figueirense,Ponte Preta
20,14/08/2016,Fluminense,America-MG,Fluminense
20,14/08/2016,Gremio,Corinthians,Gremio
20,14/08/2016,Vitoria,Santa Cruz,-
20,14/08/2016,Cruzeiro,Coritiba,-
20,14/08/2016,Santos,Atletico-MG,Santos
20,14/08/2016,Sao Paulo,Botafogo-RJ,Botafogo-RJ
20,14/08/2016,Athletico-PR,Palmeiras,Palmeiras
20,15/08/2016,Chapecoense,Internacional,Chapecoense
21,19/08/2016,America-MG,Chapecoense,Chapecoense
21,20/08/2016,Botafogo-RJ,Sport,Botafogo-RJ
21,21/08/2016,Atletico-MG,Athletico-PR,Atletico-MG
21,21/08/2016,Flamengo,Gremio,Flamengo
21,21/08/2016,Palmeiras,Ponte Preta,-
21,21/08/2016,Santa Cruz,Fluminense,Fluminense
21,21/08/2016,Internacional,Sao Paulo,-
21,21/08/2016,Coritiba,Santos,Coritiba
21,21/08/2016,Figueirense,Cruzeiro,Cruzeiro
21,22/08/2016,Corinthians,Vitoria,Corinthians
22,27/08/2016,Ponte Preta,Corinthians,Ponte Preta
22,28/08/2016,Santos,Figueirense,Figueirense
22,28/08/2016,Cruzeiro,Santa Cruz,Cruzeiro
22,28/08/2016,Gremio,Atletico-MG,-
22,28/08/2016,Fluminense,Palmeiras,Palmeiras
22,28/08/2016,Sao Paulo,Coritiba,-
22,28/08/2016,Chapecoense,Flamengo,Flamengo
22,28/08/2016,Sport,Internacional,-
22,28/08/2016,Vitoria,America-MG,Vitoria
22,29/08/2016,Athletico-PR,Botafogo-RJ,Athletico-PR
18,03/09/2016,Fluminense,Figueirense,Fluminense
19,04/09/2016,Botafogo-RJ,Gremio,Botafogo-RJ
23,07/09/2016,Santa Cruz,Chapecoense,-
23,07/09/2016,Botafogo-RJ,Fluminense,Botafogo-RJ
23,07/09/2016,Figueirense,Athletico-PR,Figueirense
23,07/09/2016,Atletico-MG,Vitoria,Atletico-MG
23,07/09/2016,Palmeiras,Sao Paulo,Palmeiras
23,07/09/2016,Coritiba,Gremio,Coritiba
23,07/09/2016,Flamengo,Ponte Preta,Flamengo
23,08/09/2016,Corinthians,Sport,Corinthians
23,08/09/2016,America-MG,Cruzeiro,Cruzeiro
23,08/09/2016,Internacional,Santos,Internacional
24,10/09/2016,Vitoria,Flamengo,Flamengo
24,11/09/2016,Sao Paulo,Figueirense,Sao Paulo
24,11/09/2016,Chapecoense,Coritiba,Chapecoense
24,11/09/2016,Cruzeiro,Botafogo-RJ,Botafogo-RJ
24,11/09/2016,Athletico-PR,Internacional,Athletico-PR
24,11/09/2016,Sport,Santa Cruz,Sport
24,11/09/2016,Santos,Corinthians,Santos
24,11/09/2016,Gremio,Palmeiras,-
24,11/09/2016,Ponte Preta,America-MG,-
24,12/09/2016,Fluminense,Atletico-MG,Fluminense
25,14/09/2016,Botafogo-RJ,Santos,Santos
25,14/09/2016,Figueirense,America-MG,-
25,14/09/2016,Santa Cruz,Athletico-PR,Santa Cruz
25,14/09/2016,Ponte Preta,Gremio,Ponte Preta
25,14/09/2016,Coritiba,Corinthians,-
25,14/09/2016,Palmeiras,Flamengo,-
25,15/09/2016,Fluminense,Chapecoense,Chapecoense
25,15/09/2016,Atletico-MG,Sport,Atletico-MG
25,15/09/2016,Internacional,Vitoria,Vitoria
25,15/09/2016,Sao Paulo,Cruzeiro,Sao Paulo
26,17/09/2016,Corinthians,Palmeiras,Palmeiras
26,18/09/2016,Flamengo,Figueirense,Flamengo
26,18/09/2016,Cruzeiro,Atletico-MG,-
26,18/09/2016,Gremio,Fluminense,Fluminense
26,18/09/2016,Athletico-PR,Sao Paulo,Athletico-PR
26,18/09/2016,Sport,Coritiba,Coritiba
26,18/09/2016,Chapecoense,Ponte Preta,-
26,18/09/2016,Santos,Santa Cruz,Santos
26,18/09/2016,Vitoria,Botafogo-RJ,Botafogo-RJ
26,19/09/2016,America-MG,Internacional,America-MG
27,24/09/2016,Palmeiras,Coritiba,Palmeiras
27,24/09/2016,Sport,Santos,Sport
27,24/09/2016,America-MG,Botafogo-RJ,America-MG
27,25/09/2016,Athletico-PR,Ponte Preta,Athletico-PR
27,25/09/2016,Figueirense,Santa Cruz,Figueirense
27,25/09/2016,Vitoria,Sao Paulo,Vitoria
27,25/09/2016,Corinthians,Fluminense,Fluminense
27,25/09/2016,Gremio,Chapecoense,Gremio
27,25/09/2016,Flamengo,Cruzeiro,Flamengo
27,25/09/2016,Atletico-MG,Internacional,Atletico-MG
28,01/10/2016,Fluminense,Sport,Fluminense
28,01/10/2016,Sao Paulo,Flamengo,-
28,01/10/2016,Chapecoense,Vitoria,Vitoria
28,01/10/2016,Santos,Athletico-PR,Santos
28,01/10/2016,Botafogo-RJ,Corinthians,Botafogo-RJ
28,01/10/2016,Ponte Preta,Atletico-MG,Atletico-MG
28,01/10/2016,Cruzeiro,Gremio,Cruzeiro
28,01/10/2016,Internacional,Figueirense,Internacional
28,03/10/2016,Santa Cruz,Palmeiras,Palmeiras
28,03/10/2016,Coritiba,America-MG,Coritiba
29,05/10/2016,Vitoria,Gremio,Gremio
29,05/10/2016,Athletico-PR,Chapecoense,Athletico-PR
29,05/10/2016,Corinthians,Atletico-MG,-
29,05/10/2016,Santos,Fluminense,Santos
29,05/10/2016,Sport,Sao Paulo,-
29,06/10/2016,Internacional,Coritiba,Internacional
29,08/10/2016,Cruzeiro,Ponte Preta,Cruzeiro
29,09/10/2016,Flamengo,Santa Cruz,Flamengo
29,09/10/2016,America-MG,Palmeiras,Palmeiras
29,09/10/2016,Figueirense,Botafogo-RJ,Botafogo-RJ
30,12/10/2016,Chapecoense,Sport,Chapecoense
30,12/10/2016,Coritiba,Figueirense,-
30,12/10/2016,Santa Cruz,Corinthians,Corinthians
30,12/10/2016,Botafogo-RJ,Internacional,Botafogo-RJ
30,13/10/2016,Ponte Preta,Vitoria,Ponte Preta
30,13/10/2016,Atletico-MG,America-MG,Atletico-MG
30,13/10/2016,Palmeiras,Cruzeiro,-
30,13/10/2016,Gremio,Athletico-PR,Gremio
30,13/10/2016,Fluminense,Flamengo,Flamengo
30,13/10/2016,Sao Paulo,Santos,Santos
31,16/10/2016,Botafogo-RJ,Atletico-MG,Botafogo-RJ
31,16/10/2016,Cruzeiro,Chapecoense,-
31,16/10/2016,Athletico-PR,Coritiba,Athletico-PR
31,16/10/2016,Internacional,Flamengo,Internacional
31,16/10/2016,Figueirense,Palmeiras,Palmeiras
31,16/10/2016,Corinthians,America-MG,Corinthians
31,16/10/2016,Ponte Preta,Santa Cruz,Ponte Preta
31,16/10/2016,Sport,Vitoria,Sport
31,16/10/2016,Santos,Gremio,-
31,17/10/2016,Fluminense,Sao Paulo,Sao Paulo
32,19/10/2016,Santa Cruz,Botafogo-RJ,Botafogo-RJ
32,22/10/2016,Sao Paulo,Ponte Preta,Sao Paulo
32,23/10/2016,Flamengo,Corinthians,-
32,23/10/2016,Vitoria,Cruzeiro,Cruzeiro
32,23/10/2016,Palmeiras,Sport,Palmeiras
32,23/10/2016,Gremio,Internacional,-
32,23/10/2016,Coritiba,Fluminense,-
32,23/10/2016,Atletico-MG,Figueirense,Atletico-MG
32,23/10/2016,Chapecoense,Santos,Santos
